"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV09874a9a1db5","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","plebeius"
"ASV8892fbe412ab","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae",NA,NA
"ASVc432e70caf9d","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV9831df06f13b","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Pseudoxanthomonas","mexicana"
"ASVfc68d3e3f3f1","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASV0303d5524826","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","yunnanensis"
"ASVde3c21d57ba2","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","barnesiae"
"ASV70a628ca745f","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium",NA
"ASV99f9c0d92f8e","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae",NA,NA
"ASVe2d5ecdde32a","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Thermostaphylospora","chromogena"
"ASV3d5e3b9a39eb","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","dokdonensis"
"ASV2a1f8cfb4f7d","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"ASV88351c99a3c7","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura",NA
"ASVeea9d19a4fc5","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA
"ASVd8cffafdb91f","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium",NA
"ASV2cbdf596b28a","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium","tuberculostearicum"
"ASV8eef86504315","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Sinibacillus",NA
"ASVcd0be4f5ffce","Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Ignatzschineria",NA
"ASVf8cfd0889aa6",NA,NA,NA,NA,NA,NA,NA
"ASVcd00fa320d3f","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","xanthomarina"
"ASV9e367a8f1ec8","Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Desertimonas",NA
"ASV6abd2c216b94","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella",NA
"ASV22385635cf79","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"ASV0fd987737e3d","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"ASV0adc5cc88e22","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","MN 122.2a",NA
"ASVea6a6c923769","Bacteria","Pseudomonadota","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae",NA,NA
"ASVfd3c6fc92338","Bacteria","Actinomycetota","Actinobacteria","Micromonosporales","Micromonosporaceae","Longispora",NA
"ASVa4464514541d","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Pseudoxanthomonas",NA
"ASV145612568493","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",NA,NA
"ASV05fbda9f115e","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Intrasporangiaceae","Knoellia",NA
"ASVf574656dda7f","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA
"ASV916ee863d872","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium",NA
"ASV89be68d9bc2e","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12 marine group",NA,NA
"ASVed132d3b28a7","Bacteria","Pseudomonadota","Gammaproteobacteria","Rickettsiellales","Rickettsiellaceae","Aquicella",NA
"ASV767a58cd2115","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas","ludipueritiae"
"ASV2de45c402e01","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","capsulatum"
"ASVf1f05f704024","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Pseudogracilibacillus",NA
"ASVef00663df9a0","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium","hispanicum"
"ASVa326a4fd3bda","Bacteria","Cyanobacteriota","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Leptolyngbya PCC-6306",NA
"ASV2ad3adb581dc","Bacteria",NA,NA,NA,NA,NA,NA
"ASV1fbd5ae32c28","Bacteria","Myxococcota","Polyangiia","Polyangiales","BIrii41",NA,NA
"ASVebacab16f96f","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV1a55bb60f22c","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASVd7ddde3ad2fc","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus",NA
"ASVb3302bc58bf8","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium","hassiacum"
"ASV360e8e120af9","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"ASV1ceea033013e","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV77493829d213","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Lunatibacter",NA
"ASV6b3698618452","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA
"ASV5f8e1b4414d4","Bacteria",NA,NA,NA,NA,NA,NA
"ASV24fc7a552827",NA,NA,NA,NA,NA,NA,NA
"ASVba6d45588e29","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV084394880eaf","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola",NA
"ASV53a0e04bd476","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"ASVde765e9025ed","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter",NA
"ASVfbb0dcc58f3e","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Nubsella",NA
"ASVc0b2d1ae0e7c","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Thermomonosporaceae",NA,NA
"ASVd197760ab8f4","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella",NA
"ASV209b452a576e","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium",NA
"ASVc6a1ee2d205c","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus",NA
"ASV0a3a33809c33","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas",NA
"ASV2d1ee27d2419","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA
"ASV3e788afdcb8b","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Solibacillus","silvestris"
"ASV079246b304c8","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASVa8ac77bc677d","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Phyllobacterium","myrsinacearum"
"ASVb7171b58ed6c","Bacteria","Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes",NA
"ASV53d7dd988a40","Bacteria","Bacillota","Clostridia","Caldicoprobacterales","Caldicoprobacteraceae","Caldicoprobacter",NA
"ASV4cf5d5df9838","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV3f8add13882a","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","composti"
"ASV6966a0339f0e","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae",NA,NA
"ASV4dc1e0178354","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsaceae","Aliterella",NA
"ASV3625988011dd","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1",NA
"ASV5193e7ceed0f","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus",NA
"ASV612979916c28","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA
"ASV5dd498e8474e","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","ganghwensis"
"ASV5d7329fbd7aa","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV1e100a6f4490","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"ASV483ed95d7765","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Zoogloea",NA
"ASV7c3cefb834e9","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Nubsella",NA
"ASV92ff929d5ac5","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Neorhizobium",NA
"ASV03b723fdabec","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Aureimonas","frigidaquae"
"ASVacc8b8cc4825","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASV3471a332b824",NA,NA,NA,NA,NA,NA,NA
"ASV9f43c528261c","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Filomicrobium",NA
"ASV8eb3af63d809","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus",NA
"ASVbbe0d1a9ec29","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","catus"
"ASVb277c16fbc2a","Eukaryota",NA,NA,NA,NA,NA,NA
"ASVdd5550d2ab31","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus",NA
"ASV143bec1137bb","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Enterovirga",NA
"ASVd9a3d7ccc9aa","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","Hydrogenophilus","thermoluteolus"
"ASV6da8c57718ec","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA,NA
"ASV1ec55e5a8164","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",NA,NA
"ASV046fffab1df1",NA,NA,NA,NA,NA,NA,NA
"ASVd1e5d162edea","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosia","riboflavina"
"ASVf645fb64a432","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"ASVd31df362fa1f","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","aromaticivorans"
"ASV04383d0b5571","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Tsukamurellaceae","Tsukamurella",NA
"ASVd88764be74fc","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium","brachiatum"
"ASVb26adb0fd76f","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae",NA,NA
"ASVb5c497a2e479","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae",NA,NA
"ASV572570073695","Bacteria","Acidobacteriota","Acidobacteriae","Terriglobales","Acidobacteriaceae (Subgroup 1)","Occallatibacter",NA
"ASV798f05c21494","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","saprophyticus"
"ASVf6b2cd501bd8","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"ASVed47f00bd84f","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales",NA,NA,NA
"ASV8a3d31dca16d","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","salivarius"
"ASV720e36c1a0bf","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"ASVc42e31eb8e9d","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Mesorhizobium","mediterraneum"
"ASVba35e0051897","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Gallicola",NA
"ASVca31253680bb","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae",NA,NA
"ASV9bcc92c3a939","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA,NA
"ASV42d15a23837c","Bacteria","Pseudomonadota","Alphaproteobacteria","Azospirillales","Azospirillaceae","Azospirillum",NA
"ASV37b58c6db376","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV076175fcde09","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae",NA,NA
"ASV83d6674bb4c2","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","UCG-005",NA
"ASV366485c399a3","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA
"ASV183ad818f093","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"ASV133dfd1ebbb7","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","koreensis"
"ASVe5dceec89a8e","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","herbicidovorans"
"ASV4e1fd26a89e7","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASVabd75f75556e","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",NA
"ASVd5b2324865f8","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","acidophilus"
"ASVe1b168bce845","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cypionkella",NA
"ASV21957c6e0bd6","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA
"ASV1a79589b5cca","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Peribacillus",NA
"ASVc406b0007dc5","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactiplantibacillus",NA
"ASVde625b68d681","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium",NA
"ASVe5f262b4b2e1","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomataceae",NA,NA
"ASV6b502bbd2e2d","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium","abscessus"
"ASVd6a8a619f437","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter",NA
"ASV1aae5c9490ef","Bacteria","Bacillota","Clostridia","Incertae Sedis","Incertae Sedis","Lutispora",NA
"ASV1c9ec3495e8c","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"ASV5a7f82ca52fc","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax",NA
"ASVfbf2f468c953","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia","pickettii"
"ASV70c85929afda","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","lentus"
"ASV9c8c703793f9","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Rhodopseudomonas",NA
"ASV5f1b5ac20366","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus",NA
"ASV8f59797ccf93","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","TRA3-20",NA,NA
"ASVe8f536dc634e","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium","radiotolerans"
"ASV39b8c8e7097f",NA,NA,NA,NA,NA,NA,NA
"ASVe2d71f5c6235","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","dysgalactiae"
"ASV0bcc1fe836fa","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASVea361709a29d","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02",NA
"ASV33cc069e137b","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASVcde8ff752ea2","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Geodermatophilaceae",NA,NA
"ASVffc3f1163f92","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","lactis"
"ASV15d3af446d65","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum","huttiense"
"ASVee781da7ec93","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA
"ASVdfe98a111cdc","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodovarius",NA
"ASVbdf57ff545b4","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","adolescentis"
"ASV564cd25ad8b4","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Bogoriellaceae","Georgenia",NA
"ASV4420527a8bdd","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia","pseudomallei"
"ASVf1f063fc45f8","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Croceibacterium",NA
"ASV69d7cd91b4c3","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae",NA,NA
"ASVa84c3946b384","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","resinovorans"
"ASVde7bfb8856f1","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Pseudoxanthomonas","indica"
"ASVfd81bb62c0d2","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"ASV5bca2dd5c9fb","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax",NA
"ASVc0b4e95ffc33","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"ASV91b6770bdc19","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a",NA
"ASVed5181352487","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","hominis"
"ASVb7ec5ffe6b0e","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax",NA
"ASV958e1bfa764e","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Anaerococcus",NA
"ASVdeebc03d61bd","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Cerasibacillus",NA
"ASV3b2c77808762","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",NA,NA
"ASVcb7e2cf12e10","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASVe72d714f0dba","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Hafniaceae","Hafnia-Obesumbacterium","alvei"
"ASV4b5f5efd71f8","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","camelliae"
"ASVaec9a3bda6dc","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomataceae","Arsenicibacter",NA
"ASVa6592f8c894f","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","faecalis"
"ASVb66c17c18d12","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Thermopolyspora",NA
"ASV0cb5dba846ce","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales",NA,NA,NA
"ASV158a02e030ae","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera",NA
"ASV2d526cc6f013","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","koreensis"
"ASV405965d7f33b","Bacteria","Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella",NA
"ASVe02146ff091f","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASVb6467e7e5d6c","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Neisseria","mucosa"
"ASV0f6de6edfc01","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASVa0458d87a820","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus",NA
"ASV6b007561bcc4","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV7358f5d1dbe3","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Nocardiaceae","Rhodococcus","degradans"
"ASV0ceaa8d53258","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas","gilardii"
"ASVfcc6dbf31377","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","phyllosphaerae"
"ASVbfcf356e88fe","Bacteria",NA,NA,NA,NA,NA,NA
"ASVf00294149ca1","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASV6996868bd4e0","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","SC-I-84",NA,NA
"ASVba4e574a0bdc","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"ASV1a1e3334285d","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASV18c5ff0346b1","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASVc564bafff23d","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas",NA
"ASV1fff115dd8ec","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","paucimobilis"
"ASV5acb7cfb8335","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV392fef84a11b","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASVa60bab9df21e",NA,NA,NA,NA,NA,NA,NA
"ASV5b661df38fba","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Nocardiaceae","Rhodococcus","erythropolis"
"ASVf3d5a6cb621a","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter",NA
"ASV8b5e46be16a5","Bacteria","Actinomycetota","Thermoleophilia",NA,NA,NA,NA
"ASVbd5432558ccf","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Anaerococcus",NA
"ASV50feebbd2633","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Zoogloea",NA
"ASV40f4937b73ec","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae",NA,NA
"ASVe2ecc755435a","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Pseudogracilibacillus",NA
"ASV1123d2b27633","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASVd8cb2171bfc9","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas","maltophilia"
"ASVcb0ad078f0a5","Bacteria","Bacillota","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium","acetylicum"
"ASV52f404455e08","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV14456ded91ec","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae",NA,NA
"ASV90349449d3b6","Bacteria","Acidobacteriota","Acidobacteriae","Terriglobales",NA,NA,NA
"ASV8d36d095c6ed","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASVfe2a305347f8","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Salinimicrobium",NA
"ASV72309f1e3847","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASVb3fbe7d03f79","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA
"ASV156a45570128","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae",NA,NA
"ASV31349ae48e06","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae",NA,NA
"ASVa44791a7f3c6","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter",NA
"ASV2080005a68f4","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Petrimonas",NA
"ASV7399b819edc6","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosia",NA
"ASV31b7cd3ba721","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Lunatibacter",NA
